Date of Birth;Gender;Marital Status;Number of Dependents;Occupation;Income;Education Level;Customer Tenure;Customer Segment;Preferred Communication Channel;Credit Score;Credit History Length;Outstanding Loans;Churn Flag;Churn Reason;Churn Date;Balance;NumOfProducts;NumComplaints
1971/07/06;Male;Divorced;3;Insurance broker;62867.05;Bachelor's;21;Retail;Email;362;3;32672.93;0;;;68683.64;3;2
1982/11/15;Male;Divorced;2;Higher education careers adviser;27246.35;Diploma;18;SME;Email;780;21;21068.25;0;;;174346.6;4;4
1993/08/19;Female;Single;2;Conference centre manager;75176.05;Bachelor's;16;Retail;Phone;469;1;14053.48;0;;;112877.28;2;4
1978/01/04;Female;Divorced;0;Clinical embryologist;74027.23;High School;29;Retail;Email;843;11;14838.11;0;;;234128.54;4;2
1949/12/10;Female;Married;1;Media planner;64396.45;Bachelor's;30;Corporate;Email;343;14;44363.67;0;;;160620.08;3;10
1968/08/14;Female;Married;2;Race relations officer;84351.77;Diploma;4;Corporate;Email;767;19;40829.37;0;;;210343.21;2;10
1987/01/16;Female;Married;1;Research scientist (life sciences);12545.52;High School;23;Retail;Phone;511;25;39964.48;0;;;144499.72;1;9
1956/03/14;Male;Single;3;Veterinary surgeon;82527.41;Bachelor's;18;Corporate;Phone;827;29;43169.15;0;;;149694.83;5;4
1990/01/05;Male;Single;1;Energy engineer;66964.05;High School;15;Retail;Phone;342;5;29419.83;1;Service Issues;2024/04/23;15058.35;4;2
1985/10/25;Male;Divorced;3;Buyer, retail;79502.86;Master's;13;Retail;Phone;741;2;11651.25;1;Relocation;2024/02/02;21065.92;2;10
1999/02/08;Female;Divorced;4;Doctor, general practice;94053.63;Bachelor's;14;Corporate;Email;469;1;44640.92;0;;;53231.42;1;3
1973/01/16;Female;Single;5;Chemical engineer;69771.67;High School;3;Retail;Phone;400;23;44407.36;1;Account Closure;2024/05/22;36662.78;1;5
1948/09/27;Female;Single;5;Ship broker;34568.13;Master's;29;Retail;Email;841;17;6993.19;0;;;37331.57;2;9
1948/09/28;Female;Married;5;Event organiser;63019.59;Master's;15;SME;Phone;413;1;12625.76;0;;;166562.88;3;7
1956/07/09;Female;Married;4;Volunteer coordinator;89201.93;Diploma;23;Retail;Email;396;16;28169.78;0;;;190481.12;3;9
1967/05/18;Female;Divorced;4;Civil engineer, contracting;96009.23;Master's;9;Corporate;Phone;780;29;11624.7;0;;;122999.28;1;10
1982/11/28;Female;Single;3;Heritage manager;24097.93;Bachelor's;24;Retail;Phone;360;28;23551.15;0;;;248566.7;5;8
1961/05/17;Male;Married;5;Engineer, materials;30655.87;Bachelor's;30;Corporate;Phone;542;22;33567.9;0;;;121873.6;1;6
1959/05/19;Female;Single;2;Scientist, marine;19935.13;Diploma;4;Corporate;Email;697;28;18458.93;0;;;215275.57;5;5
1978/05/19;Female;Single;2;Television/film/video producer;99354.06;High School;4;SME;Email;471;15;20054.65;0;;;127186.27;3;2
1985/07/15;Female;Single;2;Ambulance person;48716.86;Bachelor's;20;Retail;Phone;575;2;26068.15;0;;;10145.66;5;5
1977/10/16;Female;Single;1;Ophthalmologist;35695.28;High School;18;SME;Email;313;8;40326.8;0;;;170568.83;4;10
1961/05/10;Male;Married;2;Computer games developer;94524.33;High School;17;Corporate;Phone;612;4;16444.1;0;;;54259.63;4;10
1983/09/02;Male;Single;5;Editorial assistant;66606.15;High School;23;Corporate;Phone;775;26;28132.45;0;;;100973.4;2;2
1995/12/22;Female;Divorced;1;Best boy;53697.02;Master's;1;Corporate;Email;585;24;23793.81;0;;;62602.35;3;2
1963/05/27;Female;Divorced;1;Museum/gallery exhibitions officer;39281.84;Bachelor's;4;Corporate;Phone;804;27;42037.09;0;;;234257.13;4;2
1950/05/24;Female;Divorced;5;Learning disability nurse;96649.47;High School;5;SME;Phone;737;19;31658.04;0;;;88308.85;5;5
1960/01/19;Female;Single;0;Tax adviser;15908.6;High School;24;Retail;Phone;442;5;19847.06;0;;;98471.33;5;0
1970/04/09;Female;Single;0;Chief Financial Officer;93153.86;High School;14;Retail;Phone;566;22;20491.68;0;;;91714.01;3;6
1950/04/08;Female;Divorced;4;Further education lecturer;6026.31;Diploma;26;Retail;Email;442;23;25295.71;0;;;89103.65;2;10
1961/02/03;Male;Married;0;Engineer, maintenance (IT);10686.19;Bachelor's;10;SME;Email;664;23;21951.31;0;;;192874.3;3;6
1964/01/29;Female;Married;0;Architect;27764.84;Diploma;20;Retail;Phone;452;20;11382.66;0;;;167650.01;5;7
1990/08/13;Male;Single;0;Teacher, special educational needs;7785.21;Bachelor's;19;Retail;Email;828;25;8909.18;0;;;77153.62;5;10
1984/02/06;Female;Divorced;4;Materials engineer;97760.94;Master's;9;SME;Email;502;15;27523.39;0;;;183750.47;2;7
1959/12/20;Female;Single;1;Engineer, aeronautical;97314.84;Diploma;16;Retail;Email;344;21;8948.63;0;;;233572.74;4;10
1993/03/12;Male;Single;5;Chiropractor;19756.83;Bachelor's;30;Retail;Phone;669;5;15592.17;0;;;119728.67;2;7
1973/12/20;Male;Single;5;Sound technician, broadcasting/film/video;91646.56;Bachelor's;25;SME;Email;544;7;26116.54;1;Service Issues;2024/08/03;41749.72;2;9
1964/06/06;Male;Single;5;Therapist, music;38239.8;Bachelor's;11;Retail;Phone;724;17;27087.21;0;;;175258.58;2;9
1957/12/04;Female;Married;3;Health physicist;61483.52;Master's;15;Retail;Phone;433;18;41430.67;0;;;228706.48;1;10
1979/05/08;Female;Married;0;Health physicist;22120.0;Diploma;2;Retail;Email;822;20;47962.98;0;;;16181.94;5;9
1965/07/15;Female;Single;4;Hospital pharmacist;71929.07;Bachelor's;10;Corporate;Email;363;8;11061.47;0;;;228320.31;5;10
1986/06/30;Female;Single;2;Journalist, newspaper;17375.55;High School;3;Retail;Email;326;4;2371.33;0;;;166274.52;2;3
1958/01/10;Female;Divorced;0;Clinical psychologist;36857.03;Bachelor's;4;Corporate;Email;459;20;13349.9;0;;;60303.78;5;10
1994/08/08;Female;Divorced;5;Therapist, occupational;62183.26;High School;15;Corporate;Phone;321;9;47410.77;0;;;142878.13;5;9
1988/04/18;Female;Single;3;Lecturer, further education;53966.73;Diploma;20;Corporate;Email;509;22;20023.71;0;;;101514.83;2;1
1999/10/04;Female;Divorced;5;Lighting technician, broadcasting/film/video;74655.51;Bachelor's;11;Corporate;Phone;720;1;40244.12;0;;;106999.7;2;3
1950/04/20;Female;Married;4;Volunteer coordinator;96780.66;Diploma;18;Corporate;Phone;713;8;40952.27;0;;;158509.61;3;5
1984/11/23;Male;Divorced;1;Chartered management accountant;15518.81;Bachelor's;21;Corporate;Email;730;28;2741.71;0;;;51298.34;1;2
1974/11/26;Female;Divorced;5;Broadcast engineer;34974.08;Bachelor's;14;SME;Email;810;6;29664.13;0;;;30568.35;2;4
1990/01/30;Female;Single;2;Animal technologist;5724.91;Master's;3;Corporate;Email;364;19;20191.81;0;;;100316.87;2;6
1976/02/22;Male;Married;1;Passenger transport manager;18722.57;Bachelor's;27;SME;Phone;849;13;10388.37;0;;;98047.8;4;0
1953/06/07;Female;Divorced;1;Biochemist, clinical;45520.9;High School;4;SME;Phone;518;19;20770.86;0;;;237512.46;1;7
1959/01/22;Female;Single;2;Engineer, site;22043.1;Master's;8;SME;Phone;688;23;41891.46;0;;;121364.42;5;8
1964/01/07;Male;Divorced;4;Land;35568.43;Bachelor's;1;SME;Email;321;19;2746.66;0;;;108798.2;1;5
1989/12/10;Male;Divorced;1;Museum/gallery curator;37041.13;Master's;15;SME;Email;443;14;38098.56;0;;;203305.67;3;6
1992/04/22;Female;Single;1;Estate agent;65366.29;High School;9;SME;Email;821;8;29968.79;0;;;20829.25;4;7
2002/11/28;Male;Single;0;Psychiatrist;43134.31;High School;27;Retail;Email;383;20;18595.03;1;Service Issues;2024/07/11;71155.8;1;5
1987/02/03;Female;Single;0;Magazine journalist;86572.22;Diploma;21;Corporate;Email;544;8;43913.85;0;;;149305.59;3;10
1987/03/05;Male;Married;3;Conservation officer, nature;11014.97;Diploma;4;SME;Phone;447;5;26079.31;0;;;154284.74;4;6
1961/06/02;Female;Single;0;Psychologist, clinical;62838.56;High School;15;Retail;Email;718;20;36789.66;0;;;115780.09;1;5
1976/01/26;Female;Single;5;Conservation officer, nature;62651.09;Diploma;1;Corporate;Phone;467;23;39241.87;0;;;164512.77;1;1
1979/07/21;Female;Divorced;3;Field seismologist;23812.67;High School;10;SME;Email;737;22;12026.69;0;;;160427.55;1;9
1960/01/12;Female;Single;5;Scientist, marine;31953.06;Diploma;16;Corporate;Phone;721;16;49904.21;0;;;158058.58;5;9
1965/02/25;Female;Married;1;Production assistant, television;77327.93;High School;1;Corporate;Email;818;14;37602.26;0;;;54991.36;4;0
1960/09/15;Male;Single;5;Immunologist;89915.46;Bachelor's;8;Corporate;Phone;709;21;43330.72;0;;;118153.92;3;0
1979/02/19;Female;Divorced;5;Network engineer;64395.07;Bachelor's;20;SME;Email;322;24;31481.92;1;Relocation;2024/04/03;9824.77;2;3
1984/04/20;Male;Divorced;0;Producer, television/film/video;63337.14;Master's;30;SME;Email;739;13;40956.01;0;;;150844.06;1;6
1988/07/07;Male;Divorced;1;Set designer;9755.06;Master's;21;SME;Email;541;1;25411.16;0;;;146139.38;3;7
1967/03/05;Female;Divorced;1;Programmer, systems;80995.71;Master's;7;Retail;Phone;626;26;47089.31;0;;;179520.61;2;3
1959/12/14;Female;Single;4;Radiographer, diagnostic;22344.45;Diploma;2;SME;Phone;634;14;7073.74;0;;;76865.58;4;1
1960/04/19;Female;Single;2;Podiatrist;48162.44;Bachelor's;3;Corporate;Email;794;27;33389.15;0;;;213365.26;3;10
1995/12/29;Female;Married;4;Television/film/video producer;44633.26;Master's;29;Corporate;Phone;440;19;7161.86;1;Relocation;2024/04/08;44517.27;1;10
2006/06/29;Female;Married;2;Armed forces training and education officer;95393.54;Bachelor's;28;SME;Email;670;13;26533.16;0;;;71481.16;1;3
1967/10/24;Male;Divorced;2;Glass blower/designer;97376.63;Master's;25;SME;Email;415;24;23415.2;0;;;70448.95;4;9
1953/06/12;Female;Married;2;Television/film/video producer;36489.01;Bachelor's;23;Retail;Email;665;30;6959.26;0;;;112553.51;3;5
1979/03/28;Male;Single;4;Ophthalmologist;99756.53;Master's;1;Corporate;Email;443;17;42077.57;0;;;109118.97;1;9
1993/02/13;Female;Married;5;Pharmacologist;77742.09;Bachelor's;15;Corporate;Phone;606;28;9971.84;0;;;169224.67;4;9
1960/09/13;Female;Married;2;Advertising art director;66820.71;Master's;29;Retail;Phone;704;17;7507.32;0;;;204952.97;2;0
1992/07/20;Female;Married;4;Adult nurse;31157.61;Diploma;6;Retail;Email;770;1;8756.14;0;;;245570.15;1;1
1989/04/26;Female;Married;5;Futures trader;30073.55;High School;2;SME;Email;466;30;27659.1;0;;;94830.8;2;7
1974/11/22;Male;Single;5;Environmental education officer;83956.1;High School;4;Retail;Phone;483;18;2567.06;0;;;108300.46;5;7
1969/10/06;Female;Married;1;Minerals surveyor;33605.91;Diploma;22;SME;Email;828;8;48369.19;0;;;169097.16;2;4
1998/12/14;Female;Single;2;Printmaker;54823.82;Bachelor's;22;Retail;Email;416;22;19758.8;0;;;141682.56;4;5
1967/05/01;Male;Divorced;1;Tourism officer;9488.77;Diploma;21;SME;Phone;700;27;43038.08;0;;;220274.61;5;7
1989/06/14;Female;Single;5;Designer, jewellery;94884.83;Master's;10;SME;Email;655;17;9957.18;0;;;109025.02;3;8
1955/11/06;Male;Divorced;0;Ophthalmologist;27312.31;High School;28;Retail;Phone;462;15;7845.0;0;;;185137.59;1;8
1988/11/01;Male;Divorced;1;Fisheries officer;59761.33;Bachelor's;4;Retail;Email;616;14;7682.82;0;;;126975.46;4;4
1967/08/02;Male;Divorced;0;Air cabin crew;95115.39;Bachelor's;22;Retail;Email;318;28;33700.8;0;;;178832.0;2;2
1982/04/08;Male;Divorced;0;Production assistant, radio;50176.61;High School;1;Corporate;Phone;727;22;9478.13;0;;;144967.01;3;3
1976/03/30;Female;Divorced;3;TEFL teacher;49156.62;Bachelor's;19;SME;Phone;810;11;24343.95;0;;;233050.89;2;1
2002/10/11;Male;Married;5;Surveyor, building;63896.09;High School;23;Retail;Email;595;28;33883.0;0;;;227918.84;2;3
1999/04/12;Male;Single;4;Building surveyor;73343.66;Master's;21;SME;Email;788;4;49428.34;0;;;203283.3;2;2
1971/11/15;Male;Married;0;Exhibitions officer, museum/gallery;94674.12;High School;5;SME;Email;496;14;11716.57;0;;;198130.0;2;6
1982/08/27;Male;Married;1;Engineer, production;37580.89;Diploma;29;Retail;Email;846;20;7317.89;0;;;77118.3;1;4
2006/02/28;Male;Married;2;Surveyor, hydrographic;45631.01;Bachelor's;20;Retail;Phone;697;13;14763.81;0;;;248555.95;5;7
1993/07/27;Male;Single;1;IT sales professional;16425.2;Diploma;24;SME;Phone;655;26;6060.91;0;;;205293.56;3;7
1967/04/02;Male;Divorced;0;Film/video editor;49061.32;Diploma;12;SME;Phone;738;24;37646.78;0;;;138754.88;5;2
1967/08/15;Male;Single;5;Computer games developer;46188.39;Master's;7;Corporate;Phone;425;7;23119.54;0;;;64174.6;4;4
1980/03/11;Male;Single;3;Marine scientist;48372.11;High School;9;Corporate;Phone;509;30;31968.53;0;;;219802.41;1;9
1998/10/27;Male;Married;1;Science writer;46225.01;Diploma;24;Retail;Email;731;25;33377.65;0;;;217656.38;4;10
1973/09/01;Male;Married;1;Set designer;55373.59;High School;20;Retail;Phone;659;13;8556.85;0;;;209221.75;4;1
1950/12/26;Male;Divorced;1;Chartered management accountant;44284.06;Bachelor's;21;Retail;Email;746;25;33721.84;0;;;66577.89;1;0
1972/07/21;Male;Single;3;Scientist, biomedical;97394.47;High School;17;SME;Phone;484;17;20410.77;0;;;59286.54;2;1
2002/04/19;Female;Married;2;Stage manager;32950.2;High School;9;SME;Email;494;16;12675.37;0;;;136725.56;2;0
2002/10/02;Male;Married;5;Arts development officer;37901.38;Bachelor's;9;SME;Email;306;19;21108.67;1;Account Closure;2024/04/04;3327.13;4;9
1977/09/08;Female;Divorced;2;Chemical engineer;56450.63;Bachelor's;3;Corporate;Email;349;28;32027.53;0;;;176944.15;3;7
1956/09/14;Male;Single;5;Games developer;59629.81;Diploma;11;SME;Email;574;21;24271.86;0;;;102041.53;1;1
1993/03/18;Female;Divorced;4;Product designer;23998.06;Master's;15;Corporate;Email;368;8;16600.2;0;;;14409.58;4;1
1958/07/06;Female;Single;5;Market researcher;91004.93;Diploma;18;Retail;Phone;391;5;35836.92;1;Service Issues;2024/02/06;5641.59;3;1
1981/07/11;Male;Single;1;Building surveyor;30786.24;Bachelor's;18;SME;Email;766;13;23282.76;0;;;22421.88;2;3
1982/07/28;Male;Divorced;1;Learning mentor;28600.58;Master's;14;SME;Email;659;8;32368.32;0;;;205925.46;4;4
1993/08/08;Male;Single;4;Ecologist;6970.2;High School;2;Corporate;Phone;314;13;48075.97;1;Service Issues;2024/01/12;58.56;3;4
1982/01/26;Male;Divorced;5;Armed forces training and education officer;31368.56;High School;14;Corporate;Email;560;21;4346.77;0;;;248713.93;4;6
1974/07/07;Male;Married;1;Geographical information systems officer;62652.17;High School;19;Retail;Phone;812;24;49695.52;0;;;37640.55;4;5
1954/11/07;Male;Single;2;Tree surgeon;60547.28;High School;13;Corporate;Phone;627;23;44662.02;0;;;121316.68;5;1
1960/10/17;Female;Single;4;Commercial/residential surveyor;84354.95;Diploma;8;SME;Phone;577;22;18865.91;0;;;3537.31;5;5
1994/06/09;Male;Divorced;1;Education officer, environmental;84223.28;High School;4;Retail;Email;550;17;4379.73;0;;;159608.99;4;2
1985/03/22;Male;Single;5;Engineer, water;46223.95;High School;22;Retail;Email;776;9;47621.24;0;;;106647.23;3;2
2004/09/30;Male;Married;2;Oncologist;32323.29;High School;8;Retail;Phone;511;25;34706.95;0;;;223620.1;3;10
1968/08/22;Female;Married;1;Social worker;54577.77;High School;19;SME;Email;693;3;31864.85;1;Relocation;2024/08/01;16479.14;1;2
1975/04/13;Male;Married;0;Analytical chemist;59844.8;High School;15;SME;Email;301;13;8307.98;1;Service Issues;2024/08/04;2414.21;4;5
1953/07/31;Female;Married;5;Financial trader;95118.08;Master's;12;SME;Phone;654;8;28587.73;0;;;124051.77;4;8
1965/07/29;Male;Divorced;0;Investment analyst;38028.52;Master's;9;Retail;Email;359;3;26576.16;0;;;235943.12;2;4
1966/06/24;Male;Divorced;3;Chief of Staff;52492.76;Bachelor's;4;Retail;Phone;378;7;21218.18;1;Account Closure;2024/06/29;68134.05;4;10
2004/06/11;Male;Single;3;Arts administrator;74602.44;Master's;14;Corporate;Email;485;2;20414.94;0;;;33686.39;4;1
1959/04/30;Male;Divorced;5;Engineer, manufacturing;52825.77;Diploma;21;Retail;Phone;517;21;11083.68;0;;;158523.68;2;3
1976/01/16;Female;Married;1;Therapist, speech and language;84674.73;High School;15;Corporate;Email;581;27;44842.74;0;;;162227.13;1;9
1997/07/22;Male;Single;1;Fashion designer;57062.04;Master's;7;SME;Email;754;2;5166.71;0;;;224068.2;1;9
1975/08/02;Female;Single;5;Therapist, horticultural;36004.37;Diploma;13;Retail;Phone;813;22;28541.17;0;;;159653.14;2;10
1986/05/22;Male;Divorced;5;Scientist, product/process development;75781.3;High School;24;Retail;Email;382;21;44900.92;0;;;83523.26;3;1
1999/04/13;Male;Married;3;Teacher, primary school;42075.23;Bachelor's;22;Retail;Phone;570;24;30297.56;0;;;198817.04;5;8
1993/09/13;Male;Married;1;Aid worker;30169.33;Diploma;18;SME;Email;592;20;43208.86;0;;;38147.07;3;4
1951/03/07;Female;Married;3;Theme park manager;27569.9;Diploma;14;SME;Email;307;28;41963.99;1;Relocation;2024/05/02;19287.11;5;10
2003/01/29;Male;Married;2;Sports coach;6375.38;Master's;22;SME;Phone;588;7;34796.31;0;;;221009.17;5;4
1989/08/14;Male;Single;3;Cabin crew;18237.27;High School;10;Corporate;Email;559;20;2980.59;0;;;116004.9;1;0
1949/01/13;Female;Married;4;Research scientist (maths);8128.84;Master's;30;Corporate;Email;648;22;32895.86;0;;;245291.17;2;0
1964/10/01;Female;Single;2;Chartered loss adjuster;30617.04;Diploma;15;Corporate;Email;646;4;19949.95;0;;;129990.54;4;2
1953/01/18;Male;Single;1;Psychologist, sport and exercise;71030.31;High School;8;Retail;Phone;508;9;34305.74;1;Service Issues;2024/06/06;16921.8;1;1
1970/06/20;Male;Single;3;Government social research officer;10664.61;High School;17;Retail;Phone;495;29;6694.71;0;;;247855.97;2;9
1990/09/23;Male;Divorced;2;Dance movement psychotherapist;83059.69;Bachelor's;25;Retail;Phone;407;23;17817.47;1;Relocation;2024/07/30;14106.44;3;3
1956/08/28;Female;Divorced;0;Ophthalmologist;97321.0;Master's;15;Retail;Email;773;30;40567.51;0;;;6359.23;5;0
1955/07/20;Female;Divorced;5;Environmental manager;68307.85;Diploma;12;SME;Phone;802;7;49396.14;0;;;189318.94;1;0
1984/02/28;Male;Divorced;2;Civil engineer, contracting;79330.76;High School;13;Retail;Phone;832;15;18943.53;0;;;202972.48;1;1
1984/04/16;Female;Married;0;Lecturer, higher education;74458.43;Diploma;22;Corporate;Email;395;27;47659.33;0;;;164153.11;5;2
1984/01/10;Male;Divorced;0;Chartered certified accountant;99796.8;Master's;25;Retail;Email;805;23;24003.28;0;;;208921.38;5;7
1975/07/26;Female;Single;5;Pathologist;49957.66;Bachelor's;9;SME;Phone;790;2;25550.24;1;Relocation;2024/07/04;8003.96;3;9
1996/04/26;Female;Single;3;Museum education officer;15160.81;Diploma;4;SME;Phone;781;1;3500.46;0;;;157164.56;3;1
1951/01/19;Female;Married;3;Transport planner;62703.58;Bachelor's;19;SME;Email;808;10;7258.51;0;;;168607.71;4;6
1950/04/11;Female;Single;5;Community education officer;78142.86;Diploma;1;Corporate;Email;787;13;27087.54;0;;;208660.55;3;10
1989/04/01;Male;Single;5;Accountant, chartered;77139.52;High School;13;SME;Email;423;15;4943.7;0;;;192863.68;2;2
1974/03/11;Female;Married;5;Homeopath;41984.72;Diploma;19;Retail;Email;346;27;11530.54;1;Better Offers Elsewhere;2024/01/30;10896.32;3;5
1998/11/08;Female;Single;1;Manufacturing systems engineer;45112.59;Diploma;8;SME;Email;628;28;13546.42;0;;;161411.78;5;3
1987/06/28;Male;Married;1;Fashion designer;57712.13;Bachelor's;15;SME;Phone;630;7;29464.82;0;;;27548.48;4;1
2004/07/10;Male;Single;1;Mudlogger;87372.43;Master's;21;SME;Phone;505;18;18283.39;0;;;190893.52;1;4
1999/01/14;Female;Single;3;Geographical information systems officer;99914.58;High School;7;Corporate;Email;492;6;32733.25;0;;;136772.97;1;5
1974/03/29;Male;Married;1;Personnel officer;10049.9;High School;22;SME;Email;703;12;9727.27;0;;;33096.42;1;4
1993/08/25;Male;Married;4;IT consultant;63234.72;Master's;9;Corporate;Email;826;30;13537.16;0;;;229117.67;5;0
1973/10/29;Male;Single;1;Therapist, horticultural;22076.36;High School;28;Retail;Email;711;29;46885.74;0;;;17261.07;4;5
1951/06/15;Male;Married;3;Broadcast journalist;49631.01;Diploma;18;Retail;Phone;557;21;23921.54;0;;;81574.2;5;5
1980/05/31;Male;Divorced;1;Multimedia programmer;77429.77;Bachelor's;25;Retail;Email;583;14;30255.91;0;;;73852.51;5;6
1994/01/09;Male;Divorced;1;Exhibition designer;87616.77;Diploma;13;Corporate;Phone;826;1;24837.55;0;;;66776.18;1;8
1971/11/03;Male;Married;0;Counsellor;22340.69;Diploma;23;SME;Email;641;3;43568.55;0;;;240598.97;1;2
1983/06/17;Male;Divorced;3;Musician;24424.03;Diploma;27;Corporate;Phone;719;3;49571.06;0;;;229092.12;5;4
1991/04/09;Male;Married;0;Historic buildings inspector/conservation officer;92908.97;Diploma;22;Corporate;Phone;720;19;40988.76;0;;;214024.21;2;9
1982/03/27;Male;Divorced;5;Occupational hygienist;23810.22;Diploma;23;SME;Phone;742;4;4879.63;0;;;33113.51;4;8
1968/11/14;Female;Single;1;Petroleum engineer;34957.68;High School;17;Retail;Phone;653;9;26785.16;0;;;8534.29;4;5
2001/12/07;Male;Divorced;3;Neurosurgeon;56099.58;Bachelor's;21;SME;Phone;765;5;5830.14;0;;;178639.37;3;1
